customer_id,age,gender,household_size,annual_income,cleaning_frequency,willingness_to_adopt_robotics,preferred_features,customer_satisfaction
1705,50,Male,1,75845,Every few days,Medium,Allergen Filtration,3.8
1706,22,Male,4,128365,Twice a week,Low,Automatic Software Update,3.5
1707,61,Female,1,150000,Daily,Medium,Voice Control,4.0
1708,22,Female,1,28000,Weekly,Medium,Pet Hair Removal,4.1
1709,37,Male,5,32063,Every few days,High,UV-C Sterilization,3.9
1710,61,Female,1,28000,Weekly,Low,Voice Control,3.9
1711,23,Female,1,28000,Twice a week,Medium,Noise Levels,4.5
1712,70,Male,2,28000,Every few days,Low,Noise Levels,3.9
1713,41,Male,1,28000,Weekly,Low,Voice Control,4.5
1714,22,Female,2,135171,Every few days,Medium,Smart Home Integration,5.0
1715,25,Female,1,129834,Weekly,Medium,Voice Control,4.2
1716,22,Male,1,28000,Every few days,High,Mapping & Navigation,3.1
1717,22,Female,1,78255,Weekly,Low,Pet Hair Removal,5.0
1718,70,Female,1,99343,Daily,Low,Allergen Filtration,5.0
1719,28,Female,1,150000,Every few days,Medium,Noise Levels,3.5
1720,22,Female,3,28000,Weekly,High,Noise Levels,2.8
1721,29,Female,1,150000,Weekly,Medium,Mapping & Navigation,4.4
1722,34,Female,1,150000,Twice a week,High,Noise Levels,4.6
1723,22,Female,1,47080,Every few days,Low,Self-charging,3.6
1724,22,Male,1,28000,Every few days,High,Auto Scheduling,4.3
1725,22,Male,1,119011,Weekly,Medium,Automatic Software Update,5.0
1726,67,Female,4,55805,Twice a week,Medium,Mapping & Navigation,3.4
1727,22,Female,1,28000,Weekly,Medium,Allergen Filtration,4.4
1728,29,Female,4,58661,Every few days,Low,Allergen Filtration,2.5
1729,22,Female,1,150000,Every few days,Medium,Auto Scheduling,3.7
1730,32,Male,1,76463,Twice a week,Medium,Automatic Software Update,5.0
1731,22,Female,1,121290,Daily,Low,Smart Home Integration,3.8
1732,41,Male,2,57864,Daily,Medium,UV-C Sterilization,5.0
1733,22,Female,1,150000,Weekly,High,Mapping & Navigation,2.9
1734,25,Female,1,136686,Twice a week,Low,Voice Control,3.8
1735,22,Male,1,73259,Every few days,Low,Pet Hair Removal,5.0
1736,23,Female,1,28000,Every few days,Low,Voice Control,3.7
1737,56,Female,1,58605,Weekly,High,Noise Levels,4.8
1738,22,Male,2,28000,Every few days,Medium,Automatic Software Update,5.0
1739,22,Male,2,28000,Twice a week,High,Auto Scheduling,3.2
1740,22,Female,1,97437,Twice a week,Low,Mapping & Navigation,5.0
1741,47,Female,2,110705,Weekly,Low,Pet Hair Removal,3.4
1742,22,Female,5,53390,Daily,Medium,Automatic Software Update,3.7
1743,35,Male,1,78322,Weekly,Medium,UV-C Sterilization,5.0
1744,22,Male,1,48556,Twice a week,Medium,Self-charging,3.7
1745,22,Male,1,123773,Every few days,Medium,Auto Scheduling,5.0
1746,69,Female,1,28000,Twice a week,Low,Automatic Software Update,4.2
1747,67,Male,1,107568,Weekly,Low,Automatic Software Update,5.0
1748,36,Female,2,118209,Daily,High,Self-charging,4.3
1749,24,Female,2,150000,Every few days,Medium,Mapping & Navigation,2.5
1750,22,Female,3,28000,Every few days,High,Pet Hair Removal,4.4
1751,33,Male,5,150000,Twice a week,Low,Auto Scheduling,3.4
1752,22,Male,2,61907,Every few days,Low,Pet Hair Removal,3.8
1753,22,Male,1,28000,Every few days,High,UV-C Sterilization,4.2
1754,64,Male,3,81948,Weekly,Low,Automatic Software Update,4.4
1755,45,Male,2,28000,Every few days,Medium,App Connectivity,3.5
1756,22,Female,1,55712,Daily,Low,Auto Scheduling,4.2
1757,42,Male,1,132775,Every few days,High,Auto Scheduling,5.0
1758,22,Male,1,36536,Weekly,High,Allergen Filtration,4.4
1759,22,Female,1,101729,Twice a week,Low,Mapping & Navigation,4.6
1760,52,Male,1,150000,Every few days,Low,Auto Scheduling,5.0
1761,52,Female,1,28000,Every few days,Medium,Smart Home Integration,3.8
1762,70,Male,1,28000,Every few days,Medium,Automatic Software Update,4.0
1763,53,Female,1,99107,Daily,Medium,Smart Home Integration,4.2
1764,22,Female,1,41702,Weekly,Low,UV-C Sterilization,4.2
1765,22,Male,1,28000,Weekly,Medium,UV-C Sterilization,4.6
1766,26,Male,1,84181,Weekly,High,Pet Hair Removal,3.8
1767,27,Female,1,28000,Daily,Medium,Noise Levels,3.9
1768,66,Female,3,89633,Twice a week,High,Mapping & Navigation,3.3
1769,22,Female,1,28000,Daily,Medium,Smart Home Integration,5.0
1770,29,Male,1,28000,Every few days,Low,Self-charging,4.8
1771,22,Male,1,52112,Weekly,Low,Pet Hair Removal,3.1
1772,47,Female,1,90900,Daily,Low,App Connectivity,3.7
1773,34,Female,3,28000,Weekly,Low,Pet Hair Removal,3.1
1774,41,Male,1,90759,Twice a week,Medium,Noise Levels,3.6
1775,70,Female,1,105243,Every few days,Low,Automatic Software Update,2.9
1776,59,Female,1,99800,Every few days,Low,Pet Hair Removal,4.8
1777,41,Male,1,28000,Every few days,High,Voice Control,4.8
1778,70,Female,1,28000,Twice a week,Low,UV-C Sterilization,5.0
1779,22,Male,1,83662,Weekly,Medium,UV-C Sterilization,5.0
1780,39,Male,1,28000,Weekly,High,Noise Levels,3.7
1781,22,Male,1,28000,Twice a week,High,Pet Hair Removal,4.3
1782,41,Male,1,28000,Every few days,Medium,Allergen Filtration,4.1
1783,57,Female,1,57660,Weekly,High,Mapping & Navigation,4.4
1784,23,Male,2,144038,Every few days,Low,Automatic Software Update,3.6
1785,50,Female,1,28000,Weekly,High,UV-C Sterilization,5.0
1786,22,Female,1,28000,Weekly,Medium,Automatic Software Update,4.1
1787,69,Male,3,28000,Every few days,High,UV-C Sterilization,2.2
1788,52,Female,1,66370,Every few days,High,Voice Control,3.7
1789,22,Female,2,53502,Daily,Low,Allergen Filtration,4.3
1790,49,Male,1,28000,Twice a week,High,Self-charging,3.5
1791,46,Female,1,63456,Every few days,Medium,Allergen Filtration,3.2
1792,46,Male,1,28000,Weekly,High,Allergen Filtration,4.2
1793,26,Male,1,92856,Daily,High,UV-C Sterilization,5.0
1794,22,Female,1,94205,Weekly,High,Auto Scheduling,5.0
1795,29,Male,1,121703,Daily,High,Self-charging,4.5
1796,22,Female,1,73223,Every few days,Medium,App Connectivity,5.0
1797,22,Male,1,28000,Twice a week,Medium,Self-charging,2.4
1798,41,Female,1,141015,Daily,High,Pet Hair Removal,2.2
1799,22,Female,1,89924,Weekly,High,App Connectivity,5.0
1800,42,Female,4,77221,Weekly,Medium,Self-charging,3.0
1801,22,Male,5,58600,Weekly,High,Self-charging,2.2
1802,22,Female,3,28000,Twice a week,High,Smart Home Integration,3.1
1803,52,Female,3,28000,Weekly,Medium,Voice Control,4.5
1804,39,Female,1,128548,Twice a week,Medium,Mapping & Navigation,5.0
1805,57,Male,1,150000,Twice a week,Medium,UV-C Sterilization,2.7
1806,63,Female,1,41251,Twice a week,Medium,Automatic Software Update,4.6
1807,22,Female,1,28000,Twice a week,Medium,App Connectivity,2.9
1808,56,Female,5,39067,Daily,Low,Automatic Software Update,3.4
1809,22,Female,1,38434,Weekly,Medium,Pet Hair Removal,2.8
1810,22,Female,1,83848,Daily,Low,Self-charging,4.5
1811,44,Female,1,95563,Twice a week,High,Automatic Software Update,3.3
1812,32,Female,3,148585,Twice a week,Medium,Mapping & Navigation,4.0
1813,22,Female,1,63371,Every few days,Low,Smart Home Integration,3.5
1814,22,Female,1,76901,Every few days,High,Pet Hair Removal,5.0
1815,35,Female,1,28000,Every few days,High,App Connectivity,2.5
1816,55,Female,2,130113,Weekly,Medium,Self-charging,3.9
1817,44,Female,1,145533,Daily,Medium,Auto Scheduling,5.0
1818,47,Male,1,126253,Daily,Low,Allergen Filtration,5.0
1819,37,Female,1,76582,Daily,Medium,Allergen Filtration,2.9
1820,22,Female,1,28000,Twice a week,Medium,Self-charging,4.9
1821,22,Female,1,95000,Daily,Medium,Pet Hair Removal,4.4
1822,24,Female,1,150000,Daily,Medium,Automatic Software Update,2.6
1823,22,Female,4,32667,Daily,High,Noise Levels,2.9
1824,70,Male,5,35190,Weekly,Low,Voice Control,3.9
1825,22,Female,1,58560,Every few days,Low,Smart Home Integration,4.6
1826,42,Male,1,28000,Twice a week,Medium,Self-charging,5.0
1827,22,Female,1,60366,Every few days,Medium,UV-C Sterilization,4.4
1828,22,Male,5,37654,Every few days,High,Self-charging,3.1
1829,44,Male,2,103828,Every few days,Medium,App Connectivity,3.8
1830,22,Female,1,150000,Daily,High,Mapping & Navigation,3.5
1831,36,Male,3,117526,Weekly,High,UV-C Sterilization,5.0
1832,39,Male,3,28000,Twice a week,Low,Automatic Software Update,3.6
1833,55,Female,3,28000,Weekly,Low,Noise Levels,4.2
1834,57,Male,1,35586,Weekly,Low,UV-C Sterilization,3.2
1835,32,Female,1,28000,Daily,Low,Noise Levels,4.7
1836,42,Male,1,28000,Twice a week,High,Mapping & Navigation,5.0
1837,56,Female,1,28000,Daily,High,UV-C Sterilization,2.5
1838,37,Male,4,38196,Daily,High,UV-C Sterilization,3.6
1839,32,Male,1,39109,Every few days,Low,Mapping & Navigation,2.3
1840,51,Female,1,143021,Daily,Medium,Self-charging,3.3
1841,54,Male,1,28000,Twice a week,High,Auto Scheduling,4.8
1842,70,Female,5,48198,Every few days,High,Allergen Filtration,4.0
1843,23,Female,4,85587,Weekly,Medium,UV-C Sterilization,3.8
1844,45,Male,1,48933,Daily,Low,Noise Levels,2.5
1845,27,Female,1,28000,Daily,Low,Automatic Software Update,3.0
1846,30,Male,1,60108,Every few days,High,Allergen Filtration,4.9
1847,32,Female,2,28000,Weekly,Low,Allergen Filtration,3.8
1848,57,Female,1,134621,Daily,Low,Self-charging,4.4
1849,70,Female,3,28000,Weekly,High,UV-C Sterilization,2.8
1850,30,Female,2,71858,Every few days,Medium,Mapping & Navigation,4.8
1851,42,Male,5,28000,Weekly,High,Smart Home Integration,3.0
1852,29,Female,1,36734,Daily,Low,Smart Home Integration,3.1
1853,30,Male,3,28000,Twice a week,Low,Auto Scheduling,3.8
1854,27,Female,1,115844,Weekly,High,Mapping & Navigation,4.1
1855,53,Female,1,28000,Every few days,Medium,Auto Scheduling,5.0
1856,50,Female,1,87055,Daily,Low,App Connectivity,2.7
1857,24,Female,3,148826,Every few days,Medium,Noise Levels,4.2
1858,22,Female,1,33958,Daily,Medium,Voice Control,4.4
1859,42,Female,5,114904,Every few days,Medium,Pet Hair Removal,3.3
1860,35,Male,3,79947,Every few days,High,Voice Control,5.0
1861,52,Female,1,28000,Daily,Medium,Smart Home Integration,2.7
1862,22,Female,1,131513,Weekly,Medium,Allergen Filtration,4.6
1863,44,Female,1,54940,Weekly,Medium,Mapping & Navigation,5.0
1864,26,Male,1,28000,Daily,Medium,Automatic Software Update,4.4
1865,36,Male,3,64922,Weekly,Low,Automatic Software Update,4.2
1866,24,Female,1,64792,Weekly,Low,Automatic Software Update,4.6
1867,22,Female,1,40059,Weekly,Medium,Voice Control,2.7
1868,45,Female,1,150000,Daily,Low,Pet Hair Removal,4.7
1869,56,Female,3,47111,Twice a week,Medium,Voice Control,4.1
1870,22,Female,1,28000,Every few days,Medium,Allergen Filtration,3.9
1871,22,Male,1,76170,Daily,Medium,Noise Levels,3.3
1872,22,Female,1,28000,Twice a week,Medium,Allergen Filtration,4.7
1873,36,Female,1,29830,Daily,Medium,Self-charging,3.6
1874,51,Female,1,28000,Daily,High,Pet Hair Removal,4.2
1875,49,Female,1,150000,Weekly,High,Smart Home Integration,4.6
1876,52,Female,1,63860,Twice a week,High,Automatic Software Update,2.8
1877,40,Female,1,118146,Every few days,High,Noise Levels,4.4
1878,22,Female,1,119863,Twice a week,High,Pet Hair Removal,5.0
1879,22,Male,1,45497,Every few days,Medium,Voice Control,3.6
1880,22,Female,1,68030,Weekly,High,Noise Levels,5.0
1881,39,Female,1,150000,Daily,Medium,Self-charging,3.5
1882,22,Female,1,48291,Twice a week,Medium,Automatic Software Update,2.4
1883,49,Female,5,134543,Every few days,Low,Voice Control,3.0
1884,22,Female,3,28000,Daily,Medium,UV-C Sterilization,4.3
1885,28,Male,1,28000,Daily,Low,Mapping & Navigation,3.3
1886,50,Female,2,150000,Twice a week,High,UV-C Sterilization,4.7
1887,30,Male,1,28000,Weekly,Medium,Allergen Filtration,2.6
1888,54,Female,2,28000,Weekly,Medium,Pet Hair Removal,3.0
1889,29,Female,1,129212,Every few days,Medium,Auto Scheduling,4.0
1890,52,Female,1,150000,Weekly,High,Allergen Filtration,2.2
1891,35,Female,1,93450,Weekly,High,Automatic Software Update,4.6
1892,22,Male,1,72408,Daily,Low,Voice Control,5.0
1893,54,Male,2,28000,Daily,High,Automatic Software Update,2.8
1894,22,Female,1,28000,Weekly,High,Smart Home Integration,5.0
1895,61,Female,1,53471,Daily,Medium,Mapping & Navigation,3.3
1896,31,Female,1,70034,Weekly,Medium,Self-charging,4.4
1897,22,Male,1,28000,Twice a week,Low,Self-charging,2.8
1898,32,Female,3,150000,Twice a week,Medium,Smart Home Integration,5.0
1899,30,Female,1,28000,Every few days,Low,UV-C Sterilization,5.0
1900,39,Male,3,40639,Daily,Medium,Allergen Filtration,4.4
1901,22,Female,1,147057,Daily,High,Auto Scheduling,4.6
1902,22,Female,1,28000,Weekly,High,Smart Home Integration,4.9
1903,56,Male,1,117351,Weekly,High,UV-C Sterilization,4.6
1904,22,Male,3,150000,Daily,Medium,App Connectivity,2.2
1905,44,Female,1,36868,Every few days,High,Smart Home Integration,3.4
1906,37,Female,3,91598,Weekly,Low,Self-charging,2.3
1907,44,Female,1,150000,Weekly,Low,Pet Hair Removal,5.0
1908,57,Female,1,28000,Every few days,Low,App Connectivity,2.8
1909,70,Male,5,29810,Daily,Medium,Voice Control,3.1
1910,42,Male,1,28000,Twice a week,Low,Voice Control,2.2
1911,22,Female,1,68289,Every few days,Low,Pet Hair Removal,3.3
1912,22,Male,1,28000,Weekly,Low,Allergen Filtration,3.1
1913,23,Female,1,128119,Every few days,Medium,Allergen Filtration,2.5
1914,35,Male,5,118145,Weekly,High,Allergen Filtration,4.4
1915,60,Female,1,28000,Daily,Medium,UV-C Sterilization,5.0
1916,70,Male,1,142093,Every few days,Medium,Self-charging,3.4
1917,63,Male,4,28000,Every few days,Low,App Connectivity,3.1
1918,54,Male,2,144218,Twice a week,High,Noise Levels,4.0
1919,22,Female,1,28000,Every few days,High,UV-C Sterilization,4.3
1920,45,Female,1,60701,Weekly,Low,Pet Hair Removal,4.8
1921,44,Female,3,28000,Daily,Medium,Allergen Filtration,3.6
1922,22,Female,1,28000,Daily,High,Mapping & Navigation,5.0
1923,46,Female,1,28000,Every few days,High,Noise Levels,3.8
1924,40,Female,1,82813,Daily,Low,Auto Scheduling,2.2
1925,55,Male,2,52698,Every few days,Low,Noise Levels,4.4
1926,27,Male,1,52576,Daily,High,Voice Control,2.5
1927,22,Male,1,115437,Weekly,Medium,App Connectivity,2.7
1928,45,Male,1,28000,Weekly,Medium,Allergen Filtration,3.9
1929,22,Female,1,150000,Every few days,Low,Mapping & Navigation,5.0
1930,49,Male,1,102153,Daily,Medium,Auto Scheduling,2.9
1931,36,Male,1,107203,Every few days,Low,Auto Scheduling,4.2
1932,25,Female,2,133025,Every few days,Medium,Smart Home Integration,4.7
1933,35,Female,2,92381,Every few days,Medium,Pet Hair Removal,4.3
1934,52,Female,1,28000,Weekly,High,Mapping & Navigation,2.8
1935,25,Female,1,105511,Every few days,Low,Self-charging,2.9
1936,22,Female,1,60785,Every few days,Low,Voice Control,5.0
1937,22,Female,1,28000,Weekly,High,Noise Levels,2.2
1938,22,Female,3,92135,Weekly,High,Mapping & Navigation,4.5
1939,22,Male,2,33074,Daily,Low,Pet Hair Removal,4.5
1940,34,Female,1,28000,Weekly,Low,Smart Home Integration,3.7
1941,23,Female,1,120012,Weekly,High,UV-C Sterilization,2.2
1942,36,Male,5,28000,Weekly,Low,Automatic Software Update,2.7
1943,59,Female,1,28000,Daily,Medium,Allergen Filtration,3.0
1944,22,Female,1,28000,Weekly,High,Voice Control,4.3
1945,22,Female,1,119677,Daily,Medium,Noise Levels,2.9
1946,22,Male,1,28000,Weekly,Low,Smart Home Integration,3.0
1947,43,Male,1,96067,Weekly,High,UV-C Sterilization,3.9
1948,61,Female,3,28000,Weekly,Low,Allergen Filtration,4.2
1949,63,Female,4,148657,Daily,Medium,Pet Hair Removal,5.0
1950,55,Female,1,28000,Twice a week,Low,Self-charging,4.1
1951,52,Male,1,28000,Twice a week,High,Auto Scheduling,4.6
1952,46,Female,1,62195,Daily,Medium,Automatic Software Update,3.3
1953,70,Female,1,29803,Every few days,High,Self-charging,3.7
1954,37,Female,4,38008,Weekly,Medium,Automatic Software Update,4.8
1955,70,Female,3,28000,Daily,High,UV-C Sterilization,4.9
1956,44,Female,3,116434,Daily,Low,Mapping & Navigation,3.9
1957,67,Female,1,28000,Daily,Medium,Allergen Filtration,3.0
1958,44,Female,1,93119,Weekly,High,Self-charging,3.9
1959,22,Female,1,150000,Every few days,High,App Connectivity,3.2
1960,38,Female,3,105174,Every few days,High,Automatic Software Update,3.8
1961,23,Female,2,28000,Weekly,Low,Smart Home Integration,3.7
1962,37,Female,5,107053,Weekly,Low,Self-charging,2.8
1963,22,Female,1,28000,Every few days,High,Allergen Filtration,2.8
1964,31,Female,1,28000,Every few days,Low,Auto Scheduling,5.0
1965,22,Female,2,150000,Every few days,Low,UV-C Sterilization,5.0
1966,23,Female,1,28000,Daily,Low,Allergen Filtration,4.2
1967,40,Female,3,28000,Every few days,Medium,Mapping & Navigation,2.2
1968,22,Female,5,28000,Twice a week,High,App Connectivity,3.2
1969,26,Female,1,130066,Daily,Medium,Automatic Software Update,3.9
1970,28,Male,1,28022,Weekly,Low,Allergen Filtration,2.2
1971,22,Female,2,28000,Twice a week,High,Automatic Software Update,3.5
1972,22,Male,1,28000,Weekly,Medium,Auto Scheduling,4.4
1973,27,Female,4,72430,Twice a week,Medium,Mapping & Navigation,3.2
1974,40,Male,2,38647,Every few days,High,App Connectivity,5.0
1975,37,Female,2,98086,Weekly,High,Auto Scheduling,3.1
1976,32,Female,3,35118,Twice a week,Medium,Allergen Filtration,2.9
1977,36,Female,1,28000,Every few days,Medium,Voice Control,3.7
1978,39,Female,1,93503,Every few days,High,Self-charging,3.6
1979,59,Female,1,108749,Twice a week,Low,Self-charging,3.7
1980,22,Female,3,63004,Weekly,High,Smart Home Integration,3.6
1981,45,Male,1,68749,Daily,Low,Auto Scheduling,4.9
1982,70,Female,2,129744,Every few days,Medium,Smart Home Integration,2.9
1983,59,Male,1,40044,Daily,High,UV-C Sterilization,3.0
1984,51,Female,1,28000,Twice a week,Low,Automatic Software Update,3.6
1985,70,Male,2,50724,Twice a week,Low,Self-charging,2.2
1986,61,Female,1,28000,Weekly,High,Auto Scheduling,5.0
1987,70,Male,1,28000,Weekly,High,UV-C Sterilization,3.8
1988,70,Female,1,128102,Every few days,High,Noise Levels,4.8
1989,25,Male,1,70905,Twice a week,Low,App Connectivity,3.2
1990,29,Female,1,111941,Every few days,Medium,Smart Home Integration,5.0
1991,62,Male,2,28000,Weekly,High,Smart Home Integration,3.2
1992,22,Female,2,78240,Every few days,High,Noise Levels,3.4
1993,22,Female,1,66680,Weekly,High,Smart Home Integration,5.0
1994,23,Female,1,96866,Every few days,Medium,Auto Scheduling,5.0
1995,22,Male,1,28000,Every few days,High,Self-charging,3.1
1996,22,Female,1,94174,Daily,Medium,Smart Home Integration,3.9
1997,55,Male,2,35218,Every few days,High,Allergen Filtration,3.5
1998,22,Female,1,118647,Weekly,High,Noise Levels,4.0
1999,22,Male,4,97928,Weekly,Low,Allergen Filtration,4.7
