household_id,surface_type,room_size,dirtiness_level,cleaning_time,cleaning_efficiency,date_time
474,Wood,40,2,17,1.42,2023-07-20 10:31:41
475,Tile,22,4,32,0.86,2023-07-22 10:13:30
476,Wood,23,2,21,1.03,2023-07-21 18:25:18
477,Concrete,20,5,32,0.76,2023-07-22 09:26:40
478,Carpet,24,5,23,1.01,2023-07-24 11:15:00
479,Wood,30,2,26,1.26,2023-07-20 23:08:22
480,Tile,20,3,31,0.78,2023-07-21 22:18:14
481,Tile,38,4,24,1.06,2023-07-21 16:39:37
482,Wood,23,2,23,1.12,2023-07-23 19:12:04
483,Wood,20,1,22,0.82,2023-07-24 02:44:07
484,Concrete,21,4,29,0.69,2023-07-20 09:49:36
485,Tile,37,3,17,1.5,2023-07-24 02:52:32
486,Carpet,31,5,27,1.08,2023-07-21 04:16:08
487,Carpet,32,2,17,1.45,2023-07-21 08:47:22
488,Wood,21,1,23,1.41,2023-07-24 11:15:00
489,Tile,24,5,31,0.88,2023-07-23 18:28:58
490,Wood,21,1,22,1.03,2023-07-21 11:43:10
491,Wood,40,3,17,1.39,2023-07-21 03:41:13
492,Tile,24,1,19,1.4,2023-07-23 15:17:47
493,Carpet,22,2,22,1.08,2023-07-21 12:50:16
494,Concrete,34,4,20,1.39,2023-07-22 21:22:01
495,Carpet,40,2,16,1.59,2023-07-20 13:11:57
496,Carpet,34,4,17,1.37,2023-07-22 08:45:44
497,Tile,37,4,19,1.52,2023-07-23 21:34:42
498,Tile,40,5,27,0.83,2023-07-20 10:04:39
499,Carpet,26,4,30,1.26,2023-07-22 10:56:03
500,Concrete,28,4,19,1.07,2023-07-21 17:29:33
501,Carpet,25,5,25,0.72,2023-07-23 10:38:00
502,Carpet,26,2,18,1.26,2023-07-20 14:36:51
503,Wood,40,4,15,1.57,2023-07-23 21:27:33
504,Carpet,20,4,30,0.83,2023-07-23 10:03:56
505,Wood,40,1,15,1.59,2023-07-20 13:13:08
506,Concrete,39,3,17,1.55,2023-07-23 13:20:07
507,Carpet,28,5,25,1.08,2023-07-23 20:32:13
508,Wood,30,2,17,1.17,2023-07-21 23:27:05
509,Carpet,20,4,32,0.72,2023-07-22 13:24:30
510,Carpet,31,2,17,1.48,2023-07-20 13:43:54
511,Concrete,34,2,19,1.52,2023-07-21 03:17:58
512,Tile,21,5,31,0.71,2023-07-21 03:16:34
513,Wood,23,4,26,0.94,2023-07-24 11:15:00
514,Wood,22,1,18,1.06,2023-07-20 12:46:27
515,Carpet,26,4,28,0.81,2023-07-20 15:34:36
516,Concrete,22,5,32,0.69,2023-07-23 11:34:28
517,Wood,25,3,26,0.74,2023-07-20 15:52:43
518,Concrete,25,3,22,1.05,2023-07-21 03:11:08
519,Wood,23,4,31,0.71,2023-07-21 03:19:31
520,Carpet,21,2,30,0.71,2023-07-20 10:07:21
521,Tile,28,5,28,0.77,2023-07-21 21:05:34
522,Carpet,31,3,26,1.34,2023-07-21 02:40:34
523,Concrete,29,5,26,1.15,2023-07-23 23:01:40
524,Tile,26,2,23,1.23,2023-07-21 09:45:52
525,Tile,22,1,16,1.54,2023-07-24 03:39:15
526,Carpet,30,5,23,0.96,2023-07-22 21:35:43
527,Tile,20,2,27,0.72,2023-07-20 17:28:41
528,Concrete,20,2,27,0.9,2023-07-20 17:45:43
529,Tile,28,1,22,1.02,2023-07-20 10:24:14
530,Tile,40,5,23,1.24,2023-07-21 03:55:00
531,Tile,21,4,28,0.81,2023-07-20 22:16:25
532,Wood,20,1,29,0.84,2023-07-22 15:44:59
533,Tile,35,2,17,1.49,2023-07-24 03:52:21
534,Carpet,25,3,22,1.21,2023-07-21 09:57:58
535,Concrete,24,2,20,0.98,2023-07-20 11:55:55
536,Concrete,22,5,32,0.69,2023-07-20 12:52:38
537,Tile,27,5,28,1.07,2023-07-23 09:48:08
538,Wood,23,4,31,0.72,2023-07-20 18:52:38
539,Wood,23,4,29,0.82,2023-07-22 21:56:22
540,Wood,20,1,28,1.24,2023-07-22 03:36:29
541,Concrete,20,5,32,0.73,2023-07-22 21:18:28
542,Carpet,20,5,31,0.7,2023-07-21 20:38:57
543,Tile,28,2,19,1.42,2023-07-21 18:10:02
544,Tile,30,3,21,1.44,2023-07-24 06:39:33
545,Wood,26,2,19,1.18,2023-07-22 07:23:16
546,Wood,21,1,20,0.78,2023-07-22 01:50:50
547,Wood,24,1,21,1.45,2023-07-23 12:44:02
548,Carpet,28,2,23,1.26,2023-07-20 10:31:23
549,Tile,21,3,21,0.74,2023-07-20 19:35:35
550,Tile,22,1,26,1.26,2023-07-21 00:44:42
551,Carpet,24,1,18,1.2,2023-07-22 14:37:39
552,Wood,24,2,22,0.76,2023-07-20 09:55:01
553,Wood,20,4,31,0.69,2023-07-23 06:46:31
554,Carpet,27,3,26,0.94,2023-07-22 03:17:14
555,Carpet,29,2,16,1.03,2023-07-20 09:55:55
556,Carpet,29,4,17,0.83,2023-07-21 13:06:00
557,Concrete,22,4,31,1.08,2023-07-20 12:21:54
558,Wood,33,2,16,1.29,2023-07-23 01:58:17
559,Wood,20,4,30,0.69,2023-07-22 02:13:13
560,Tile,23,1,24,1.26,2023-07-20 20:56:13
561,Tile,28,4,25,0.83,2023-07-20 22:37:19
562,Carpet,21,3,23,0.81,2023-07-21 14:44:35
563,Wood,24,2,22,0.86,2023-07-21 16:18:00
564,Wood,26,3,22,1.37,2023-07-24 11:15:00
565,Wood,25,1,17,1.35,2023-07-23 12:11:41
566,Wood,28,3,19,0.77,2023-07-20 15:05:56
567,Tile,21,1,27,1.03,2023-07-20 17:03:47
568,Wood,35,4,20,0.92,2023-07-21 17:26:08
569,Carpet,31,4,22,1.23,2023-07-21 22:08:55
570,Tile,20,4,31,0.67,2023-07-23 05:59:14
571,Carpet,24,3,20,1.23,2023-07-22 11:06:02
572,Wood,21,2,23,0.74,2023-07-21 21:38:11
573,Wood,20,5,32,0.67,2023-07-23 22:30:23
574,Concrete,23,4,30,1.08,2023-07-23 05:53:03
575,Tile,20,2,29,0.69,2023-07-20 10:43:24
576,Carpet,25,3,20,1.04,2023-07-21 00:57:25
577,Tile,37,1,15,1.58,2023-07-20 14:30:32
578,Concrete,21,3,22,1.16,2023-07-24 04:47:14
579,Wood,25,4,31,0.82,2023-07-23 03:23:11
580,Concrete,22,1,20,1.4,2023-07-20 15:19:50
581,Carpet,28,2,17,1.17,2023-07-20 21:49:20
582,Wood,28,3,25,1.18,2023-07-22 09:02:30
583,Tile,25,2,23,0.9,2023-07-21 01:47:14
584,Carpet,25,2,18,1.24,2023-07-21 01:43:07
585,Tile,40,2,15,1.59,2023-07-20 14:04:33
586,Wood,26,2,20,1.11,2023-07-22 14:59:49
587,Tile,40,1,15,1.6,2023-07-20 18:56:02
588,Wood,29,4,29,1.06,2023-07-23 08:58:43
589,Wood,21,5,32,0.67,2023-07-23 15:07:49
590,Wood,21,1,24,1.02,2023-07-21 19:44:56
591,Carpet,23,5,32,0.78,2023-07-24 11:15:00
592,Carpet,24,3,25,1.43,2023-07-23 14:21:04
593,Carpet,21,2,24,1.15,2023-07-21 17:48:42
594,Tile,20,4,32,0.69,2023-07-23 05:21:22
595,Tile,21,2,26,0.8,2023-07-20 21:05:46
596,Wood,20,3,29,0.73,2023-07-22 22:43:53
597,Tile,22,4,32,0.79,2023-07-22 02:27:57
598,Tile,21,3,26,1.0,2023-07-22 13:57:07
599,Concrete,21,4,23,1.02,2023-07-23 03:13:30
600,Concrete,26,1,19,1.54,2023-07-21 18:42:22
601,Concrete,21,5,30,0.84,2023-07-23 08:18:41
602,Tile,22,5,31,0.68,2023-07-21 02:45:11
603,Tile,23,4,29,1.07,2023-07-24 07:58:36
604,Wood,20,3,32,0.69,2023-07-22 22:52:14
605,Carpet,23,4,27,0.74,2023-07-20 10:23:21
606,Carpet,24,2,25,1.42,2023-07-22 08:34:55
607,Carpet,21,4,26,1.07,2023-07-24 08:35:29
608,Carpet,26,5,27,0.71,2023-07-21 18:01:10
609,Carpet,25,4,29,1.01,2023-07-21 09:43:03
610,Wood,27,5,31,0.87,2023-07-24 00:35:39
611,Carpet,29,5,31,0.88,2023-07-22 13:57:17
612,Tile,27,2,20,1.38,2023-07-22 14:48:34
613,Tile,30,4,28,1.27,2023-07-20 12:52:06
614,Wood,24,3,26,0.74,2023-07-20 16:38:30
615,Carpet,37,3,21,1.44,2023-07-23 10:30:38
616,Carpet,22,4,31,1.08,2023-07-21 18:28:19
617,Wood,30,1,21,1.48,2023-07-24 01:37:14
618,Tile,31,1,15,1.33,2023-07-20 10:26:42
619,Wood,33,4,22,1.02,2023-07-23 07:00:18
620,Tile,34,3,18,1.4,2023-07-21 06:35:56
621,Wood,23,2,27,0.97,2023-07-21 13:08:08
622,Tile,37,3,18,1.4,2023-07-21 02:28:54
623,Carpet,25,4,20,0.85,2023-07-20 22:20:07
624,Carpet,38,2,18,1.53,2023-07-23 01:06:16
625,Wood,40,3,15,1.54,2023-07-21 13:55:25
626,Carpet,36,2,16,1.58,2023-07-23 22:28:45
627,Wood,21,2,29,1.03,2023-07-22 15:27:40
628,Wood,23,3,27,0.81,2023-07-22 06:50:58
629,Tile,38,4,17,1.37,2023-07-22 23:07:14
630,Concrete,23,5,31,0.76,2023-07-21 22:41:10
631,Concrete,27,4,27,1.27,2023-07-23 10:43:55
632,Tile,20,5,31,0.67,2023-07-23 18:19:04
633,Tile,22,5,30,0.67,2023-07-20 17:00:31
634,Concrete,30,5,26,1.14,2023-07-23 05:30:39
635,Tile,28,4,27,1.13,2023-07-22 10:27:06
636,Tile,32,2,20,1.27,2023-07-20 13:29:23
637,Concrete,23,3,20,1.3,2023-07-24 10:35:58
638,Wood,20,5,31,0.68,2023-07-21 00:32:17
639,Tile,24,2,23,1.54,2023-07-24 11:15:00
640,Tile,21,5,31,0.7,2023-07-23 13:38:16
641,Tile,25,5,30,0.69,2023-07-20 11:38:53
642,Carpet,20,4,32,0.71,2023-07-22 16:37:37
643,Wood,23,1,25,1.31,2023-07-23 21:58:20
644,Concrete,30,5,25,1.31,2023-07-24 02:54:46
645,Tile,20,1,30,0.93,2023-07-22 02:47:17
646,Tile,28,2,22,1.36,2023-07-23 01:21:34
647,Carpet,20,2,27,0.76,2023-07-21 04:36:49
648,Carpet,26,5,30,0.93,2023-07-22 05:55:41
649,Tile,29,2,18,1.35,2023-07-20 11:52:43
650,Tile,28,3,26,1.4,2023-07-22 20:03:02
651,Wood,21,2,25,1.01,2023-07-22 07:28:08
652,Wood,25,5,29,0.7,2023-07-22 05:58:16
653,Tile,38,2,16,1.56,2023-07-21 17:21:14
654,Tile,25,4,26,0.85,2023-07-20 17:11:50
655,Tile,21,2,21,1.0,2023-07-22 05:57:15
656,Wood,23,5,31,0.67,2023-07-21 01:36:41
657,Carpet,22,5,31,0.85,2023-07-21 20:51:55
658,Carpet,25,3,20,1.31,2023-07-23 01:42:24
659,Tile,23,5,31,0.76,2023-07-21 01:45:05
660,Carpet,26,3,16,1.13,2023-07-21 15:33:47
661,Wood,25,3,30,0.81,2023-07-20 13:56:21
662,Wood,31,4,21,0.68,2023-07-20 09:34:11
663,Wood,40,5,26,1.11,2023-07-22 12:24:56
664,Tile,37,1,18,1.49,2023-07-22 21:38:53
665,Carpet,35,1,15,1.58,2023-07-21 16:44:34
666,Carpet,22,5,32,0.68,2023-07-22 20:06:09
667,Wood,38,3,17,1.41,2023-07-21 01:26:00
668,Wood,31,3,21,0.91,2023-07-20 22:17:13
669,Carpet,21,5,32,0.71,2023-07-22 22:23:50
670,Tile,25,3,27,1.33,2023-07-22 08:58:48
671,Tile,22,2,28,0.79,2023-07-20 09:50:51
672,Wood,21,2,25,1.01,2023-07-24 10:28:20
673,Wood,29,5,25,0.87,2023-07-24 11:15:00
674,Wood,24,3,29,0.81,2023-07-20 20:30:20
675,Tile,22,2,20,0.7,2023-07-20 11:36:15
676,Tile,23,2,20,0.96,2023-07-22 05:32:21
677,Carpet,20,3,27,0.68,2023-07-20 10:48:56
678,Carpet,21,4,28,0.76,2023-07-22 03:33:52
679,Concrete,21,5,31,0.88,2023-07-23 06:43:07
680,Wood,27,2,19,1.18,2023-07-23 02:20:55
681,Tile,29,5,31,1.03,2023-07-23 14:29:54
682,Tile,28,2,20,1.29,2023-07-20 20:17:15
683,Wood,29,3,18,1.25,2023-07-24 03:01:45
684,Tile,32,3,23,1.43,2023-07-22 06:14:27
685,Carpet,28,2,19,1.4,2023-07-20 23:46:54
686,Carpet,39,3,16,1.34,2023-07-21 12:19:20
687,Wood,28,3,18,1.19,2023-07-21 05:55:27
688,Tile,35,4,24,1.32,2023-07-22 13:53:03
689,Carpet,25,5,29,0.77,2023-07-23 03:39:57
690,Wood,28,5,31,0.81,2023-07-22 20:16:26
691,Wood,35,3,20,0.92,2023-07-22 05:35:57
692,Wood,22,3,30,0.98,2023-07-21 21:44:46
693,Wood,39,2,17,1.56,2023-07-22 20:05:45
694,Carpet,27,1,16,1.59,2023-07-22 04:12:47
695,Tile,23,2,18,1.25,2023-07-23 22:45:17
696,Wood,24,3,22,0.74,2023-07-21 02:58:55
697,Wood,26,2,20,1.27,2023-07-20 23:29:59
698,Concrete,35,5,22,1.45,2023-07-23 11:02:06
699,Concrete,20,5,32,0.69,2023-07-21 13:12:06
700,Tile,39,4,19,1.21,2023-07-21 12:01:22
701,Wood,29,5,28,0.92,2023-07-22 20:20:47
702,Carpet,38,5,25,1.33,2023-07-24 04:51:21
703,Concrete,40,2,15,1.59,2023-07-22 21:32:29
704,Wood,21,3,29,0.73,2023-07-21 10:39:18
705,Wood,24,3,28,0.85,2023-07-23 11:29:39
706,Tile,22,3,29,0.77,2023-07-22 03:00:05
707,Concrete,35,3,18,1.54,2023-07-22 20:59:03
708,Wood,33,2,23,1.23,2023-07-21 04:43:18
709,Carpet,21,5,30,0.67,2023-07-21 17:41:21
710,Wood,37,3,24,1.5,2023-07-22 22:13:07
711,Wood,21,3,27,0.76,2023-07-21 22:55:44
712,Concrete,22,5,30,0.83,2023-07-22 11:43:16
713,Tile,24,5,32,0.86,2023-07-24 04:27:30
714,Tile,23,3,22,1.06,2023-07-21 21:02:46
715,Concrete,31,1,18,1.53,2023-07-22 05:08:04
716,Tile,24,5,31,0.85,2023-07-24 01:01:48
717,Tile,27,1,17,1.5,2023-07-22 00:17:31
718,Wood,22,4,31,0.77,2023-07-22 17:40:56
719,Tile,32,3,16,1.06,2023-07-21 09:53:42
720,Tile,39,2,16,1.47,2023-07-22 01:19:05
721,Concrete,25,2,21,1.43,2023-07-23 02:22:04
722,Carpet,39,5,30,0.76,2023-07-21 19:35:26
723,Wood,24,3,27,0.84,2023-07-21 13:32:50
724,Tile,20,2,30,0.82,2023-07-20 13:26:36
725,Wood,38,4,18,1.41,2023-07-24 04:24:15
726,Carpet,21,4,30,0.83,2023-07-21 19:41:51
727,Carpet,24,3,23,1.17,2023-07-23 14:03:47
728,Wood,21,1,24,1.21,2023-07-22 16:21:51
729,Wood,20,2,24,0.69,2023-07-20 12:09:38
730,Concrete,31,3,19,1.39,2023-07-22 23:34:22
731,Tile,26,1,18,1.53,2023-07-22 16:22:24
732,Wood,21,3,29,0.73,2023-07-22 06:08:11
733,Wood,24,3,23,0.79,2023-07-20 19:57:59
734,Tile,26,5,30,0.74,2023-07-20 19:18:33
735,Carpet,28,2,20,1.33,2023-07-20 18:53:12
736,Tile,23,4,28,0.84,2023-07-22 04:13:24
737,Carpet,30,2,22,1.51,2023-07-24 04:59:09
738,Tile,38,4,21,1.35,2023-07-24 07:47:58
739,Tile,22,4,28,0.98,2023-07-24 09:52:38
740,Tile,38,2,16,1.44,2023-07-21 00:39:49
741,Wood,38,4,18,1.17,2023-07-23 15:09:57
742,Carpet,37,4,16,1.13,2023-07-23 00:45:46
743,Carpet,27,3,23,1.32,2023-07-23 07:03:01
744,Carpet,26,3,20,1.29,2023-07-23 11:14:54
745,Wood,27,2,20,1.01,2023-07-20 16:24:04
746,Tile,37,4,17,1.45,2023-07-24 07:07:32
747,Tile,36,1,15,1.56,2023-07-22 03:35:57
748,Wood,20,2,27,0.7,2023-07-20 21:02:05
749,Wood,25,3,27,0.85,2023-07-21 04:35:47
750,Carpet,40,2,15,1.46,2023-07-21 06:27:00
751,Carpet,21,3,27,0.84,2023-07-23 07:49:18
752,Carpet,34,5,30,0.77,2023-07-23 17:48:25
753,Tile,32,2,17,1.32,2023-07-23 19:33:15
754,Tile,21,3,31,0.77,2023-07-20 14:06:45
755,Carpet,28,1,18,1.57,2023-07-23 21:03:08
756,Tile,20,3,31,0.71,2023-07-20 14:02:35
757,Concrete,26,4,24,1.21,2023-07-20 18:26:26
758,Tile,32,4,17,1.02,2023-07-23 14:35:56
759,Tile,26,4,26,1.07,2023-07-24 09:29:24
760,Tile,24,5,28,0.71,2023-07-20 15:26:13
761,Carpet,28,2,16,1.42,2023-07-24 11:08:58
762,Tile,27,3,22,1.08,2023-07-21 01:08:34
763,Concrete,20,5,29,0.73,2023-07-23 00:22:16
764,Carpet,40,3,18,1.52,2023-07-22 21:36:44
765,Tile,27,2,21,1.49,2023-07-24 04:02:03
766,Wood,23,4,30,0.75,2023-07-22 01:46:48
767,Tile,40,2,15,1.6,2023-07-22 05:47:34
768,Tile,21,5,32,0.67,2023-07-20 19:47:04
769,Concrete,39,2,16,1.58,2023-07-23 05:50:57
770,Tile,33,2,17,1.53,2023-07-23 02:14:24
771,Wood,22,1,19,0.94,2023-07-20 17:38:45
772,Concrete,30,3,18,1.34,2023-07-22 00:58:47
773,Carpet,35,3,22,1.49,2023-07-21 04:37:34
774,Tile,21,3,25,1.2,2023-07-23 03:56:45
775,Wood,28,4,22,0.75,2023-07-23 16:32:06
776,Carpet,31,3,17,1.25,2023-07-21 19:17:55
777,Carpet,33,2,16,1.56,2023-07-23 17:20:10
778,Wood,25,2,27,0.81,2023-07-21 12:53:03
779,Carpet,30,1,17,1.57,2023-07-21 01:44:52
780,Wood,31,2,20,1.47,2023-07-22 10:07:32
781,Carpet,21,5,27,0.71,2023-07-21 20:45:55
782,Wood,39,4,24,1.2,2023-07-21 21:20:36
783,Tile,28,2,20,0.96,2023-07-20 15:15:06
784,Tile,22,5,30,0.68,2023-07-21 05:16:30
785,Wood,24,2,25,1.16,2023-07-23 12:47:03
786,Wood,27,4,26,1.0,2023-07-21 17:03:29
787,Tile,24,4,29,0.79,2023-07-23 03:59:33
788,Tile,25,4,29,0.86,2023-07-22 18:36:21
789,Carpet,21,1,21,1.18,2023-07-21 13:24:39
790,Wood,27,5,27,0.71,2023-07-21 01:55:26
791,Carpet,30,5,30,0.91,2023-07-24 00:43:22
792,Wood,38,2,18,1.46,2023-07-21 11:50:49
793,Tile,26,5,30,1.07,2023-07-22 16:05:57
794,Tile,30,2,22,1.37,2023-07-22 13:22:12
795,Wood,25,5,32,0.68,2023-07-20 10:29:27
796,Carpet,22,2,21,1.31,2023-07-23 16:18:44
797,Carpet,27,2,23,1.24,2023-07-20 12:27:18
798,Wood,32,5,23,0.83,2023-07-21 06:23:28
799,Carpet,25,3,25,0.99,2023-07-21 16:44:21
800,Carpet,20,4,32,0.67,2023-07-21 04:12:00
801,Tile,35,4,21,1.31,2023-07-23 17:02:38
802,Carpet,28,4,29,1.41,2023-07-23 13:09:31
803,Tile,35,3,18,1.45,2023-07-23 19:32:21
804,Wood,34,5,28,0.96,2023-07-23 11:39:17
805,Tile,26,4,29,1.01,2023-07-23 09:11:47
806,Wood,39,1,18,1.48,2023-07-20 14:14:41
807,Wood,23,1,22,1.22,2023-07-20 22:16:15
808,Wood,29,2,24,1.1,2023-07-22 08:12:08
809,Carpet,32,5,28,0.81,2023-07-21 02:07:36
810,Wood,38,1,18,1.47,2023-07-20 12:14:41
811,Tile,40,3,15,1.59,2023-07-23 06:26:04
812,Wood,31,4,23,1.25,2023-07-23 06:57:23
813,Carpet,23,5,29,1.03,2023-07-24 08:12:12
814,Tile,24,2,21,1.21,2023-07-20 17:27:25
815,Carpet,30,5,28,1.37,2023-07-23 14:05:55
816,Wood,21,3,30,0.79,2023-07-23 13:53:29
817,Wood,30,3,17,1.1,2023-07-24 05:33:08
818,Carpet,20,2,30,0.76,2023-07-21 02:32:38
819,Carpet,22,3,24,0.79,2023-07-20 16:28:47
820,Tile,23,3,23,1.05,2023-07-22 17:08:28
821,Carpet,26,1,22,1.34,2023-07-20 13:20:02
822,Tile,37,4,26,1.48,2023-07-23 11:28:23
823,Tile,26,5,28,1.0,2023-07-21 17:10:33
824,Wood,27,5,26,0.79,2023-07-23 12:40:36
825,Tile,20,3,32,0.73,2023-07-23 12:11:35
826,Wood,32,5,26,0.71,2023-07-23 15:04:20
827,Wood,21,3,22,0.78,2023-07-24 09:02:15
828,Wood,35,2,17,1.36,2023-07-23 17:17:48
829,Tile,35,5,28,1.2,2023-07-24 11:08:40
830,Carpet,20,5,30,0.7,2023-07-23 18:21:09
831,Tile,26,3,23,1.07,2023-07-21 21:22:39
832,Wood,37,2,15,1.21,2023-07-20 14:49:19
833,Tile,23,4,26,0.78,2023-07-21 08:20:03
834,Tile,26,3,25,1.04,2023-07-23 08:29:46
835,Carpet,22,4,31,0.99,2023-07-20 22:44:35
836,Wood,21,3,26,0.89,2023-07-23 22:13:38
837,Tile,28,5,31,0.89,2023-07-21 19:54:17
838,Tile,21,1,24,1.35,2023-07-21 05:18:01
839,Carpet,21,1,24,1.55,2023-07-24 09:10:25
840,Concrete,23,5,31,0.78,2023-07-20 22:00:21
841,Carpet,22,3,27,1.2,2023-07-20 21:55:51
842,Carpet,21,3,27,0.76,2023-07-22 23:27:28
843,Wood,24,4,30,0.72,2023-07-22 17:49:24
844,Carpet,21,3,27,0.97,2023-07-22 06:44:31
845,Carpet,21,3,29,0.89,2023-07-22 21:17:47
846,Tile,31,2,17,1.38,2023-07-23 11:18:39
847,Wood,27,1,18,1.34,2023-07-23 12:53:38
848,Wood,30,3,22,0.72,2023-07-21 07:45:11
849,Carpet,24,4,29,1.3,2023-07-23 00:59:49
850,Wood,35,1,15,1.55,2023-07-21 14:01:17
851,Tile,21,4,28,0.86,2023-07-23 10:28:28
852,Wood,24,2,23,0.95,2023-07-20 22:03:09
853,Wood,35,4,26,1.41,2023-07-21 14:46:36
854,Carpet,33,1,15,1.59,2023-07-23 04:25:47
855,Wood,21,5,30,0.67,2023-07-22 09:44:02
856,Concrete,39,3,15,1.51,2023-07-23 08:27:02
857,Wood,20,5,31,0.67,2023-07-22 09:47:31
858,Carpet,22,2,27,1.06,2023-07-20 10:57:09
859,Wood,30,4,23,0.82,2023-07-21 12:37:18
860,Tile,27,4,24,0.82,2023-07-20 21:22:43
861,Wood,26,5,32,0.7,2023-07-20 20:32:06
862,Carpet,22,5,32,0.8,2023-07-23 01:41:33
863,Tile,40,1,15,1.59,2023-07-20 22:21:47
864,Tile,26,4,25,0.98,2023-07-24 03:48:50
865,Carpet,20,5,32,0.67,2023-07-20 10:04:35
866,Carpet,22,2,15,1.43,2023-07-23 23:02:13
867,Wood,22,5,30,0.8,2023-07-24 07:04:18
868,Tile,20,1,31,0.69,2023-07-20 19:44:25
869,Carpet,20,2,21,0.81,2023-07-21 02:10:21
870,Wood,23,4,29,0.83,2023-07-23 02:40:19
871,Concrete,25,1,15,1.55,2023-07-23 10:56:29
872,Concrete,27,4,20,0.94,2023-07-20 23:40:56
873,Concrete,21,4,31,0.82,2023-07-20 11:04:09
874,Carpet,31,5,27,0.93,2023-07-22 14:40:53
875,Wood,34,4,25,1.43,2023-07-22 15:44:14
876,Concrete,20,3,26,1.08,2023-07-23 23:04:53
877,Tile,20,3,28,0.7,2023-07-22 09:18:39
878,Tile,37,3,16,1.28,2023-07-20 16:34:24
879,Tile,32,2,16,1.54,2023-07-22 08:24:10
880,Tile,30,2,20,1.51,2023-07-23 23:15:36
881,Wood,28,2,22,1.3,2023-07-23 01:38:01
882,Tile,20,4,32,0.68,2023-07-21 15:29:38
883,Wood,39,2,16,1.39,2023-07-20 19:47:34
884,Tile,26,3,26,1.18,2023-07-22 19:12:59
885,Wood,21,4,30,0.74,2023-07-20 22:44:30
886,Carpet,36,4,19,1.35,2023-07-22 12:04:32
887,Carpet,40,3,15,1.54,2023-07-20 11:37:36
888,Wood,40,1,16,1.59,2023-07-20 09:48:42
889,Tile,40,2,15,1.58,2023-07-22 13:01:56
890,Carpet,24,5,27,1.21,2023-07-24 09:36:47
891,Tile,20,2,29,0.69,2023-07-21 02:14:42
892,Wood,28,3,18,1.18,2023-07-20 15:15:42
893,Tile,22,4,25,0.84,2023-07-22 02:38:13
894,Carpet,28,3,16,1.04,2023-07-21 23:36:57
895,Wood,32,2,23,1.46,2023-07-20 22:06:43
896,Wood,22,5,31,0.67,2023-07-20 10:56:57
897,Carpet,20,2,28,0.91,2023-07-24 04:32:35
898,Tile,40,5,23,1.06,2023-07-22 12:50:03
899,Carpet,35,4,25,1.18,2023-07-21 22:42:44
900,Carpet,26,5,26,1.21,2023-07-24 09:30:51
901,Tile,20,3,25,0.75,2023-07-22 02:26:46
902,Tile,39,3,19,1.51,2023-07-23 00:12:51
903,Tile,29,4,27,1.19,2023-07-20 23:37:29
904,Carpet,40,4,18,1.51,2023-07-23 06:08:00
905,Tile,31,5,26,0.75,2023-07-20 21:05:48
906,Tile,35,4,23,1.55,2023-07-24 04:12:49
907,Tile,35,2,19,1.39,2023-07-22 02:31:15
908,Carpet,24,5,32,0.86,2023-07-21 19:49:24
909,Carpet,28,2,26,1.49,2023-07-21 22:53:34
910,Carpet,28,2,19,1.42,2023-07-22 05:36:58
911,Carpet,22,4,22,0.96,2023-07-21 10:49:43
912,Wood,31,3,23,1.22,2023-07-23 00:26:57
913,Tile,23,4,23,0.68,2023-07-21 14:02:18
914,Carpet,23,3,24,0.91,2023-07-20 23:07:00
915,Tile,20,3,31,0.68,2023-07-20 16:25:27
916,Wood,29,4,26,0.74,2023-07-20 11:22:27
917,Concrete,33,1,15,1.57,2023-07-22 04:48:35
918,Tile,24,3,23,1.38,2023-07-24 07:08:35
919,Wood,28,2,17,1.02,2023-07-21 23:18:40
920,Carpet,20,4,32,0.67,2023-07-21 02:04:37
921,Wood,37,2,16,1.42,2023-07-21 02:33:50
922,Carpet,32,2,20,1.29,2023-07-20 21:49:29
923,Tile,21,2,25,0.89,2023-07-22 14:32:37
924,Wood,28,2,18,1.34,2023-07-23 16:55:42
925,Tile,24,3,20,0.97,2023-07-22 15:40:06
926,Wood,33,2,18,1.19,2023-07-21 09:39:36
927,Tile,21,4,31,0.7,2023-07-21 01:44:40
928,Tile,23,3,29,1.13,2023-07-21 19:22:24
929,Carpet,40,5,20,1.26,2023-07-20 23:15:11
930,Concrete,40,2,15,1.55,2023-07-20 22:50:01
931,Carpet,21,2,21,1.21,2023-07-21 17:18:42
932,Tile,23,5,31,0.76,2023-07-22 10:47:08
933,Carpet,23,2,19,1.33,2023-07-20 13:42:12
934,Tile,37,1,15,1.6,2023-07-22 13:06:29
935,Tile,21,4,30,0.74,2023-07-23 11:43:53
936,Wood,25,2,25,1.19,2023-07-21 01:54:50
937,Tile,31,5,27,1.07,2023-07-23 21:59:56
938,Carpet,25,4,22,1.15,2023-07-23 13:22:49
939,Concrete,22,4,29,0.69,2023-07-20 11:25:13
940,Carpet,26,2,18,1.25,2023-07-21 12:20:44
941,Concrete,34,5,19,1.1,2023-07-23 09:07:50
942,Carpet,27,4,30,1.2,2023-07-23 07:38:06
943,Concrete,21,3,25,0.77,2023-07-20 10:36:38
944,Wood,39,4,23,1.44,2023-07-22 03:41:10
945,Carpet,35,3,19,1.31,2023-07-21 12:20:50
946,Tile,38,5,18,1.44,2023-07-22 13:41:07
947,Wood,26,4,29,0.74,2023-07-21 20:12:17
948,Tile,27,3,23,1.38,2023-07-23 17:40:47
